match,reward,win_rate_rolling,position,actor_loss,critic_loss,stage
1,-0.8096871219143553,0.3309192292060828,3,0.6341921390078945,1.3127771377020787,Stage 2: vs. Heuristic V1
2,0.14164958198674074,0.337887970817798,2,0.7481130214556901,1.3092548500077599,Stage 2: vs. Heuristic V1
3,-0.203807004955054,0.3209295255871782,1,0.7723017159732377,1.2883735844811366,Stage 2: vs. Heuristic V1
4,2.387362026674532,0.3197561114837909,1,0.7475593498265622,1.3659976869891541,Stage 2: vs. Heuristic V1
5,-0.40572464403509084,0.31046245444180776,1,0.7438925390105275,1.4060341694251113,Stage 2: vs. Heuristic V1
6,0.3345452515511904,0.31531457081693176,4,0.7364761243372374,1.4110957080633346,Stage 2: vs. Heuristic V1
7,0.19129472152716054,0.3160509253280043,1,0.7270185453188452,1.3917438281703467,Stage 2: vs. Heuristic V1
8,0.3498400900188037,0.31741597550656137,4,0.7162284986685774,1.412236439043767,Stage 2: vs. Heuristic V1
9,0.1222489956102555,0.31326601645465996,1,0.7111677935204765,1.4273174334104792,Stage 2: vs. Heuristic V1
10,0.203573302143023,0.31351470038608686,3,0.7147476309027698,1.4366533033190019,Stage 2: vs. Heuristic V1
11,0.9101356917728067,0.31003102104084984,1,0.7239234874764798,1.4401474807156356,Stage 2: vs. Heuristic V1
12,0.38311062309719257,0.31052358778590966,1,0.7222485489528285,1.4202884439174968,Stage 2: vs. Heuristic V1
13,1.2519162214280215,0.3130386656878504,4,0.7307257036066119,1.4075708211655853,Stage 2: vs. Heuristic V1
14,0.5077894842493127,0.3138653351723081,2,0.730844956337231,1.4046657269960794,Stage 2: vs. Heuristic V1
15,-1.4816978133026681,0.3136344257737529,1,0.7304398762657122,1.4021161448202775,Stage 2: vs. Heuristic V1
16,1.0364977910652424,0.31410127207267485,1,0.723741019370263,1.40412522341886,Stage 2: vs. Heuristic V1
17,0.3100145569458884,0.3110402131645078,3,0.7320403954608812,1.393055716418788,Stage 2: vs. Heuristic V1
18,0.20044520145334677,0.3116669582417428,1,0.73515559221115,1.4021540065423956,Stage 2: vs. Heuristic V1
19,-0.24703140854078082,0.3121207305358034,3,0.738389466710204,1.406601567424603,Stage 2: vs. Heuristic V1
20,0.49058655246735416,0.3095154761049165,2,0.7351281245942793,1.399696425707767,Stage 2: vs. Heuristic V1
21,-0.8154170680746085,0.3081419140467131,3,0.7408116843148488,1.4028472670636565,Stage 2: vs. Heuristic V1
22,1.3656656107856977,0.30754514056236976,2,0.7469305993969204,1.3986775356174113,Stage 2: vs. Heuristic V1
23,-1.0285789310914344,0.30679379482242836,2,0.7452049888105282,1.4013233580157858,Stage 2: vs. Heuristic V1
24,1.3770499863361239,0.30794964576983824,4,0.7453052189240693,1.4032891950143913,Stage 2: vs. Heuristic V1
25,0.5689606999048482,0.3083090133308782,1,0.7506406640310685,1.3987280948769574,Stage 2: vs. Heuristic V1
26,0.780049498503995,0.3071178669879769,1,0.7501270986842141,1.4019192217557477,Stage 2: vs. Heuristic V1
27,-0.03695792351123592,0.30825931811866664,1,0.755183256894258,1.3998580675298689,Stage 2: vs. Heuristic V1
28,-0.4109926333546097,0.3083494095205532,3,0.7567449651562195,1.3976620260257275,Stage 2: vs. Heuristic V1
29,0.44134786178646657,0.3079021137920148,3,0.7532694764413899,1.3922583107586937,Stage 2: vs. Heuristic V1
30,1.0134890319258019,0.3070918070420016,1,0.7521497285134159,1.395606757282401,Stage 2: vs. Heuristic V1
31,-0.6117558188291337,0.30676425868025714,4,0.7587508452445689,1.40047274562863,Stage 2: vs. Heuristic V1
32,0.9881043312038833,0.30547230595158964,2,0.7587202432776066,1.4030410097246409,Stage 2: vs. Heuristic V1
33,-0.19700821938572272,0.30547414252468613,3,0.7601947888827011,1.4024247703531791,Stage 2: vs. Heuristic V1
34,-0.403437121640654,0.3058866514403171,1,0.7658551843627367,1.397053871437824,Stage 2: vs. Heuristic V1
35,-0.010701897899369567,0.3055382904727226,1,0.764292618950261,1.3918046243050377,Stage 2: vs. Heuristic V1
36,1.3172238146786208,0.30294997640449883,2,0.7690759354717952,1.3866110793157127,Stage 2: vs. Heuristic V1
37,-0.19083718740531425,0.30267685988383863,1,0.7680889684661071,1.3854232725823428,Stage 2: vs. Heuristic V1
38,0.21434193739071042,0.30141244358405495,1,0.7685648752982384,1.3752972382696718,Stage 2: vs. Heuristic V1
39,0.28192808798001845,0.3034352924502261,1,0.7748722742984848,1.3750012686040423,Stage 2: vs. Heuristic V1
40,0.5002374827489313,0.30393049411492534,2,0.7760403737302439,1.3680040846165709,Stage 2: vs. Heuristic V1
41,0.8604783200347481,0.30404042434453094,1,0.7754224705482836,1.3673965393426852,Stage 2: vs. Heuristic V1
42,0.774572170724833,0.30231026115798054,1,0.7815906855990508,1.3734700060248515,Stage 2: vs. Heuristic V1
43,1.5070644048777495,0.30249257929268364,3,0.7830814977028433,1.3759569464621124,Stage 2: vs. Heuristic V1
44,0.4204925954654669,0.3013857849364164,2,0.7834494188553582,1.3710376040455068,Stage 2: vs. Heuristic V1
45,0.8123158870806109,0.3021719313103817,4,0.7892015407243242,1.3746501429745348,Stage 2: vs. Heuristic V1
46,0.07957520806183883,0.30003850933736537,4,0.7971871260738987,1.371910982539891,Stage 2: vs. Heuristic V1
47,-0.8135812218713439,0.3005442799338895,2,0.7898179240891796,1.3792921970565095,Stage 2: vs. Heuristic V1
48,0.5875258470273876,0.2995000618993835,1,0.7846451643045366,1.370994142652877,Stage 2: vs. Heuristic V1
49,0.582727459579256,0.29974481013905485,3,0.7786541529547303,1.3679731267607833,Stage 2: vs. Heuristic V1
50,0.49987769576976354,0.3009436742677992,4,0.7771755770006895,1.3733338364161087,Stage 2: vs. Heuristic V1
51,-0.4118549356845352,0.30008497250808447,1,0.7731999620665629,1.3646100214525965,Stage 2: vs. Heuristic V1
52,-0.37447156257083164,0.30111404072063,2,0.7642617423272188,1.3652423814055124,Stage 2: vs. Heuristic V1
